,statement,target,image-path
598,¡°Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.¡±,1,Pg 6__20_ba27bc5735263223b4856fb2771062c7.jpg
599,Girl Scouts support "Planned Parenthood and pro-abortion politicians.",0,Pg 34__12_b90fdee36920ee13c9c4c7a512bfdf85.jpeg
600,"""There are 43 states that have now passed voter suppression laws.""",0,Pg 59__19_b88f1bc214244b387a27ceaac072cdbd.jpg
601,Says the House impeachment vote was the third by Democrats ¡ª "They tried to impeach Trump for criticizing the NFL and for some other things.",0,Pg 97__18_541512f44c478e21be84932c6b47ac07.JPG
602,"Under Joe Biden¡¯s policy, immigrants in the country illegally ¡°get welfare benefits. United States citizens don't get what they're looking to give illegal immigrants.¡±",0,Pg 82__19_0f5a15b73284e57d26b347d4e16fdcf5.jpg
603,The United States is the only nation "that grants legal permanent residency to more than a million people per year.",1,Pg 8__7_df8bc23e9d676e080a20d6a7dc3ee5ca.JPG
604,The Biden administration ¡°gifted the Taliban with $80 billion-plus¡± in military-grade weapons but now ¡°wants your 9mm pistols.¡±,0,Pg 47__15_a7dc3a978d6e9b686a4b65b224e3118a.jpg
605,¡°Biden says he doesn¡¯t need voters to get elected.¡±,0,Pg 70__7_d163b4b69ceb066b25ae4211af0dea1c.jpg
606,"""After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.""",1,Pg 45__1_07f5938e70b67383d3a143581e39bea5.jpg
607,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",1,Pg 27__9_b597a3c9f523685ea77787347772bad0.jpg
608,Says Joe Biden ¡°wants to put a 3% annual federal tax on your home.¡±,0,Pg 77__21_7f8bb8d462a8f5328f4315f332ffcf3d.jpg
609,Says U.S. Rep. Ron Kind has ¡°spent more $ in 100+ days than was spent fighting WWII,0,Pg 54__3_f67ed28781f2f206628ea711e5223c65.jpg
610,"""Do you know that New York State pays out way more than they ever get back?""",1,Pg 12__4_870ea2b9c07a01758154ab718b43f2f8.jpg
611,Says all North Carolina teachers do not currently get a "duty free lunch break.",1,Pg 10__27_9198b05fe1dc1e70a39a284e29144dba.jpg
612,Florida is "the largest dog-racing state in the country.",1,Pg 55__25_badb4d139f92d4c16fc9aa3e67823915.jpg
613,The coronavirus is ¡°simply the common cold.¡±,0,Pg 93__24_e0b5d66834479e5da8eeb6e700d608d5.jpg
614,"In Australia, a ¡°17% increase in heart attack deaths¡± in the first eight months of 2022 is linked to COVID-19 vaccination.",0,Pg 1__30_a6c5d5e657635c248750da3bb32123b7.jpg
615,"""Wisconsin is a Top 10 state for health care coverage.""",1,Pg 9__20_28b5441dbc3cb5f29705881ec0be0ce0.jpg
616,Says over 90 percent of Travis County¡¯s eligible residents have registered to vote.,1,Pg 19__29_fc5893a1cb8027711de1345792e27326.jpg
617,Says Eric Trump said he ¡°raised nearly $30 million for children dying of cancer at St. Jude before the age of 30.¡±,0,Pg 52__13_f67a959ab5f06bbcb229cb449d703861.jpg
618,"The Justice Department has been ¡°calling parents that are concerned about what their kids are being taught, they are labeling them terrorists.¡±",0,Pg 1__16_f81ab197aa66da38fe5f527a17c3f52c.jpg
619,¡°A year ago we had the lowest unemployment in history without using taxpayers money.¡±,0,Pg 56__18_41336abd2d121a347667806b4908265b.jpg
620,Says a photo shows a memorial vandalized by Black Lives Matter protesters.,0,Pg 86__8_60dd6a71552772663bff27fb659889b1.jpg
621,"¡°Hunter Biden was chairman of the World Food Program, which just won the Nobel Peace Prize. Eric Trump, Donald J Trump Jr, Ivanka Trump are banned from ever operating a charity again because they stole donations to children with cancer.""",0,Pg 72__7_a4054b6d7bd43365241f128f48089feb.jpg
622,"""After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.""",1,Pg 49__12_a73abad00247629cf1bb356c6e354b38.jpg
623,Changes to DACA during his administration are "because of the pandemic.",0,Pg 72__23_79e3a9d4df42c7c826624c27615a6ca6.jpg
624,"""You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.""",1,Pg 18__4_50a1c50ffdb4f1fd828f14b3a71fd86e.jpg
625,"Says the Asian, Hong Kong, swine and bird flus each ¡°killed more people than coronavirus.¡±",0,Pg 90__24_204eeb92de922d11c80f7b629199b440.jpg
626,Says "10% of U.S. children are Texans.",1,Pg 7__24_24e977ed992f296282e79e142cc94863.jpg
627,Florida is "49th in the nation when it comes to (Medicaid) funding¡± for people with disabilities.,1,Pg 2__10_773a1f3a99247b58ffcff57043a7bf69.jpg
628,"""Biden admin negotiates deal to give WHO authority over US pandemic policies.¡±",0,Pg 2__16_5348a5586aea85f80bded5dbfb81d2aa.jpg
629,Photo shows Bernie Sanders at the 1969 Stonewall riots.,0,Pg 95__28_98964ea73f6bd9af7fbe51f208d65f67.jpg
630,COVID-19 vaccinations are ¡°a violation of the Nuremberg code.",0,Pg 47__13_fe253eafcfbdd695e214928c7c8aca62.jpg
631,"""When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.""",1,Pg 37__21_d927e62f1031f0b084391adbc842df0a.jpg
632,"""Unusual cancers¡± are ¡°exploding right into stage 4"" and those cancer cells have ¡°the spike protein.""",0,Pg 3__18_ac62ad4cc23bbac04ac21671e7e60e6c.jpg
633,"""Since 1961 ¡­ our private economy has produced 66 million private-sector jobs. So what's the jobs score? Republicans 24 million, Democrats 42 (million).""",1,Pg 49__16_c670fae2d22dbd78ee102f8c92b34e2e.jpg
634,¡°Wisconsin is one of the few states that doesn¡¯t allow absentee ballots to be processed before Election Day.¡±,1,Pg 5__1_aafff9e60ac5d9917c78c2c0aa01703c.jpg
635,The Inland Empire is "the second fastest growing region" for jobs in California.,1,Pg 16__7_7c1320268d94038d035117464bbe91df.jpg
636,"""Starting Jan. 1 California residents can¡¯t take shower, do laundry, poop in toilet and flush on same day.""",0,Pg 97__21_8fb9de83f5f4c341b793d1b3295ddebb.jpg
637,"""ADHD does not exist.""",0,Pg 20__14_6397ad10c7e096c68656bb1b04e729ea.jpg
638,"""In my own state of Vermont, from the very first days of our state's history, what our Constitution says is that everybody can vote. That is 1. So people in jail can vote.""",1,Pg 10__15_36d513fe26e3904954e3190295ec68dd.jpg
639,A judge sealed ¡°all the evidence and proof of who helped Ghislaine Maxwell sex traffic children.¡±,0,Pg 38__11_b82d5e43f657d89609a66ab4e343e89e.jpeg
640,Cobb is one of the largest school systems (in the nation) that is debt free.,1,Pg 44__10_715bc60e23eea30ba926e5ac249428d5.jpg
641,Says Martin Luther King Jr. "was killed (smothered) in the hospital" and "the US government was found guilty in a court of law of conspiring to kill him.",0,Pg 97__24_658a79dfdc7d7ee95cade5219145bdd3.jpg
642,Video of a Q&A response from Amazon¡¯s Alexa confirms that chemtrails are being used ¡°to reduce the human population.¡±,0,Pg 28__10_40c1517d7c22e1a812f290377024e85e.jpg
643,"""Greece is not a big economy. It's about the size of metropolitan Miami.""",1,Pg 28__17_d0bf275b7bf0f28505543a9ade27efa6.jpg
644,"¡°Pete Buttigieg¡¯s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.¡±",0,Pg 58__30_be2f38b007b3221d6e63aea9ebd67988.jpeg
645,Says Anthony Fauci will make millions off new book.,0,Pg 53__4_242f40e68a6266e7b5274db63a765e62.jpg
646,¡°Jurisdictions representing about 80% of WI residents have passed referendums or resolutions in favor of fair maps.¡±,1,Pg 4__29_d768f8c6c126516f5ff84f151d42f772.jpg
647,Says an image shows the Highland Park shooting suspect "in jail or rehab or a psychiatric center" before the shooting.,0,Pg 21__9_62148b6e9cb8c37da09a158d3dc8fbc5.jpg
648,Says the Atlanta mayor is ¡°shutting the city down for¡± the NBA All-Star Game weekend.,0,Pg 61__19_6d838d3dafd9360afb92134f3ad2ea95.jpg
649,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit "unlimited carbon pollution into our air",1,Pg 41__10_b313aa3c87eaca6fb867137332834605.JPG
650,¡°Bennie Thompson actively cheer-led riots in the ¡¯90s.¡±,0,Pg 22__15_cd9b53dc1b1dc270e0da42de20c15d6a.jpg
651,Says Hunter Biden ¡°died of a crack overdose.¡±,0,Pg 71__15_2ecd1db73bc0e8b58ae97e2277838813.jpg
652,"¡°It¡¯s been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.¡±",1,Pg 3__10_5e8c992a0be37ae8f7c0fb15e2e53375.JPG
653,Says a U.S. Air Force-insignia plane evacuating people from Afghanistan is fake.,0,Pg 47__4_8a1852ad99db6d9b05b1f4181cb1c0ce.jpeg
654,Says Marco Rubio "voted against the bipartisan Violence Against Women Act.",1,Pg 21__13_b49d21b5e5cedde2a1cddcb74f9902b7.jpg
655,Says NC Senate leader "expressed disdain" for the NC House budget vote on Sept. 11.,0,Pg 97__25_29afece395896fbd6998dbcf959a112f.jpg
656,Derek Chauvin had his left hand in his pocket while kneeling on George Floyd.,0,Pg 58__5_7f3f3228018f8708554dcf76750362bf.jpg
657,"The federal government is ¡°preparing to mobilize the national guard,¡± ¡°dispatch them across the US with military¡± and ¡°announce a nationwide 1 week quarantine for all citizens.¡±",0,Pg 92__18_0d6e90989a2b61ee12acd0f5be0fbc3f.jpg
658,Says Rachel Levine was Time magazine's "Woman of the Year.",0,Pg 59__14_ba8d94c5d02cbfc37eedb0b7439d895b.jpg
659,Georgia Gov. Brian Kemp ¡°mandates restaurants reopen¡±,0,Pg 88__21_bae6840a5d573ee5cae8f26f96f16626.jpg
660,"¡°Last night I was leading, often solidly, in many key States, in almost all instances Democrat run & controlled. Then, one by one, they started to magically disappear as surprise ballot dumps were counted.¡±",0,Pg 69__16_ac7af5ce74519b8c750785775f32fcd4.jpg
661,"Six of the nation¡¯s 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",1,Pg 30__23_77b3652fae4ed79c709b5c71235400f4.jpg
662,"""John Fetterman's a self-described democratic socialist.""",0,Pg 29__7_f1b1fa40555116997df997533584a4ef.jpg
663,"""Public display of a long rifle is perfectly legal in Texas.""",1,Pg 35__22_2a3fc615bf93ba39a70864c91b10d09e.jpg
664,"""We saw the prison population expand and vacancy rates for correctional officers go from 2.9% to 15.2%"" over the last eight years.",1,Pg 9__27_947d33ab0105d4c00725c2d663cf53b0.jpg
665,VAERS reports show that babies whose mothers got the COVID-19 vaccine died after breastfeeding.,0,Pg 45__7_fd3bc6c955c8767ea160ca54aec394f0.jpg
666,"¡°Wisconsin is the nation¡¯s top cranberry producer ¡ª in fact, our farmers harvest around 60 percent of the country¡¯s crop.¡±",1,Pg 1__3_54e29392001e8637451b2f56482c37ca.JPG
667,The Centers for Disease Control and Prevention¡¯s recent guidance on students and masking ¡°lacks a well-grounded scientific justification.¡±,0,Pg 48__5_e3a169c8c7f7025f7efd71846aaff859.jpg
668,A ¡°public health warning¡± was recently issued for fluoride toothpaste.,0,Pg 22__18_119af75f247ff7f812b2c7498d3eec7e.jpeg
669,Vaccines are why flights have been shut down worldwide.,0,Pg 38__13_e0caa36194e342e8a95b9a3f203d36a2.jpeg
670,¡°We know from past experiences that the most effective tool for keeping kids safe is armed law enforcement on the campus.¡±,0,Pg 23__18_21b0f25b40d9e592201b1846021fb4ce.jpg
671,Suggests that ¡°since mostly Democrats vote early¡± then that represents ¡°made-up ballots or dead people voting.¡±,0,Pg 9__22_c60c0c79ff391b8dc54e9a411340ba98.jpg
672,"""The impact of President Biden being beholden to the Green New Deal radicals in his party has electricity costs through the roof in Texas.""",0,Pg 22__1_8fbccf345ac53e4f09d313640a24b5ca.jpg
673,"""Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.""",1,Pg 22__1_bd247ef62a687208a71b1ea0c1a989a9.jpg
674,"¡°President Trump just announced that the ¡®biological¡¯ lab in Wuhan where the COVID-19 virus was created was ¡®funded¡¯ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!¡±",0,Pg 89__16_1cef73a8ba10a95dfa2d8fc0f7fb5d2d.jpg
675,Biden gave Americans ¡°the cheapest gas prices on Earth.¡±,0,Pg 22__30_0c8c0533c4e967d3867fd30bf2ec64f0.jpg
676,¡®The White House is now trying to protect Joe Biden by changing the definition of the word recession.',0,Pg 19__6_074eab41c1f8ef96ac69592a9cea666b.jpg
677,¡°There¡¯s been no¡± TV commercials for the COVID-19 vaccines because ¡°they are required by law to list all adverse side effects.¡±,0,Pg 43__23_15a82679e0fddeea29141caf5a6035e6.jpeg
678,"Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February.",0,Pg 91__6_d5a9609b3cb56b868dfbc8335103db1b.jpg
679,"¡°Only sign outside Bucks County voting place. Democrats shown, republicans blurred out. ¡­ More scamming in Pennsylvania!¡±",0,Pg 69__30_57c9a657457e1d4fa195ffce1c1e2fc2.jpg
680,"""Many don¡¯t know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.""",1,Pg 40__14_c00130c57a5ef2d3757e8e10b5ec5783.jpg
681,Says Dr. Anthony Fauci ¡°stands to lose 100 million dollars on Bill Gates ¡®vaccine¡¯ for the coronavirus. Because he invested in this vaccine.¡±,0,Pg 90__14_6145d8f2a121a4716cdfa9e74da29f86.jpg
682,"""We¡¯ve had a 30% increase in suicides in this country in just 15 years.""",1,Pg 10__1_6fd3ebd5693614586fc7f2aafd5fedf8.jpg
683,"""NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH.""",0,Pg 97__9_7b159b6a4245cd0d89fdc044d1ceb974.jpg
684,President John F. Kennedy ¡°was planning to end the Federal Reserve.¡±,0,Pg 33__17_c0145809ae65365540cb5f68caa4f265.jpg
685,"During his campaign for president, Donald Trump ""committed to honoring states' rights when it comes to marijuana legalization.""",1,Pg 18__3_da437068696f045d45462316a334595c.jpg
686,"""There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.""",1,Pg 40__20_781c522548595a4f8679a89eaaf0f10d.JPG
687,Says condoms "used to be tax-exempt here in Texas.",1,Pg 17__26_33d75441b6cdf9018754602159d5e4a3.jpg
688,"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",1,Pg 13__18_a753cc4edd2899974c3152196f33e1b3.jpg
689,The election in Brazil ¡°was very clearly a rigged election.¡±,0,Pg 5__29_5b8fb0a0864ce8d9f01f5c56acd5358c.jpg
690,"¡°In Nevada, they want to have a thing where you don¡¯t have to have any verification of the signature¡± on ballots.",0,Pg 71__7_51ee9cfeff0adb2edec152970fcd5c5b.jpg
691,"""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""",0,Pg 88__6_cff7a4f0f441ec20cc015435a5f5a59d.jpg
692,Says "EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.¡±,0,Pg 96__27_1df7c7f9dcb382f179702378ae9c573c.jpg
693,"¡°Since 2019, I've successfully lobbied for the funds to add hundreds of school counselors, lowering our student to school counselor ratio by 20%.¡±",1,Pg 1__19_ba3a139955c7a1f49e70e6f6371931ac.jpg
694,"""We have a worse economy than any other country in the world that's going through COVID-19 by a factor of three.""",0,Pg 75__2_92161fccaa0c18803a3d19e36e87f229.jpg
695,An election worker in Georgia threw away a ballot.,0,Pg 68__24_87fc64e43ea251cb6449c0f795b2672e.jpeg
696,¡°New York leads the U.S. in population loss.¡±,1,Pg 2__4_67197ecf1917a72a2cf231162e11a82f.jpg
697,"""The NRA used to support expanded background checks.""",1,Pg 43__17_d54792791e03b89912cb812990e83e25.jpg
698,¡°FUN FACT: West Virginia is home to zero billionaires.¡±,1,Pg 2__25_9c5d00885fb878b4196a3054133af500.jpg
699,"¡°Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).¡±",0,Pg 59__1_fb3cbbb825234d6eeb10aa9a67ba7037.jpg
700,Joe Biden "really did wipe away" student loan debt.,0,Pg 63__20_46d4fe44285ef1e3cb6435fc8cedd3b8.jpg
701,"¡°Maricopa County announced that on Election Day over 540,000 voters visited one of the 223¡± vote centers, but final official results data claimed that ¡°only 248,070 people voted.¡±",0,Pg 8__3_08652df9d7eb1d89c10088ad553614ea.jpg
